Gene ID,source_id,Product Description,Gene Type,Input ID,# Transcripts,Transcript Length,Genomic Location (Transcript),Genomic Location (Gene),Gene Name or Symbol
Tb927.4.1740,Tb927.4.1740:mRNA,Component of motile flagella 41,protein coding,Tb927.4.1740,1,2003,Tb927_04_v5.1:441720..442988(-),"Tb927_04_v5.1:441,233..443,235(-)",CMF41
Tb927.4.1750,Tb927.4.1750:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1750,1,1241,Tb927_04_v5.1:443538..444347(-),"Tb927_04_v5.1:443,149..444,389(-)",N/A
Tb927.4.1760,Tb927.4.1760:mRNA,Cardiolipin-dependent protein 17kDa,protein coding,Tb927.4.1760,1,1163,Tb927_04_v5.1:445153..445626(-),"Tb927_04_v5.1:444,518..445,680(-)",CLDP17
Tb927.4.1770,Tb927.4.1770:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1770,1,700,Tb927_04_v5.1:446116..446352(-),"Tb927_04_v5.1:445,832..446,531(-)",N/A
Tb927.4.1780,Tb927.4.1780:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1780,1,1554,Tb927_04_v5.1:447058..448200(-),"Tb927_04_v5.1:446,656..448,209(-)",N/A
Tb927.4.1790,Tb927.4.1790:mRNA,"ribosomal protein L3, putative",protein coding,Tb927.4.1790,1,1428,Tb927_04_v5.1:448465..449754(-),"Tb927_04_v5.1:448,347..449,774(-)",N/A
Tb927.4.180,Tb927.4.180:mRNA,hypothetical protein,protein coding,Tb927.4.180,1,884,Tb927_04_v5.1:26747..26995(+),"Tb927_04_v5.1:26,564..27,447(+)",N/A
Tb927.4.1800,Tb927.4.1800:mRNA,Mitochondrial ribosomal protein L3,protein coding,Tb927.4.1800,1,1458,Tb927_04_v5.1:450119..451408(-),"Tb927_04_v5.1:449,971..451,428(-)",MRPL3
Tb927.4.1810,Tb927.4.1810:mRNA,mitochondrial ribosomal protein L33,protein coding,Tb927.4.1810,1,1307,Tb927_04_v5.1:452480..452824(-),"Tb927_04_v5.1:451,602..452,908(-)",MRPL33
Tb927.4.1820,Tb927.4.1820:mRNA,"selenocysteine-specific elongation factor, putative",protein coding,Tb927.4.1820,1,2202,Tb927_04_v5.1:453193..455160(-),"Tb927_04_v5.1:453,065..455,266(-)",SELB
Tb927.4.1830,Tb927.4.1830:mRNA,"Urm1 (Ubiquitin related modifier), putative",protein coding,Tb927.4.1830,1,480,Tb927_04_v5.1:455636..455944(-),"Tb927_04_v5.1:455,578..456,057(-)",N/A
Tb927.4.1840,Tb927.4.1840:mRNA,Carboxypeptidase-like protein,protein coding,Tb927.4.1840,1,3132,Tb927_04_v5.1:459437..461758(-),"Tb927_04_v5.1:458,938..462,069(-)",N/A
Tb927.4.1850,Tb927.4.1850:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1850,1,1955,Tb927_04_v5.1:462615..464351(-),"Tb927_04_v5.1:462,529..464,483(-)",N/A
Tb927.4.1860,Tb927.4.1860:mRNA,"ribosomal protein S19, putative",protein coding,Tb927.4.1860,1,919,Tb927_04_v5.1:465052..465555(-),"Tb927_04_v5.1:464,704..465,622(-)",N/A
Tb927.4.1870,Tb927.4.1870:mRNA,"Serine/threonine-protein phosphatase 2A catalytic subunit, putative",protein coding,Tb927.4.1870,1,4276,Tb927_04_v5.1:468188..469468(-),"Tb927_04_v5.1:465,562..469,837(-)",N/A
Tb927.4.1880,Tb927.4.1880:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1880,1,3169,Tb927_04_v5.1:473084..474004(-),"Tb927_04_v5.1:470,900..474,068(-)",N/A
Tb927.4.1890,Tb927.4.1890:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1890,1,1232,Tb927_04_v5.1:474726..475400(-),"Tb927_04_v5.1:474,207..475,438(-)",N/A
Tb927.4.190,Tb927.4.190:pseudogenic_transcript,"retrotransposon hot spot protein (RHS, pseudogene), putative",protein coding,Tb927.4.190,1,7044,Tb927_04_v5.1:27790..28422(+),"Tb927_04_v5.1:27,597..34,640(+)",N/A
Tb927.4.1900,Tb927.4.1900:mRNA,"Methyltransferase domain/Methyltransferase involved in Williams-Beuren syndrome, putative",protein coding,Tb927.4.1900,1,2017,Tb927_04_v5.1:476192..477331(-),"Tb927_04_v5.1:475,579..477,595(-)",N/A
Tb927.4.1910,Tb927.4.1910:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1910,1,1039,Tb927_04_v5.1:485772..486503(-),"Tb927_04_v5.1:485,772..486,810(-)",N/A
Tb927.4.1920,Tb927.4.1920:mRNA,"GPI transamidase subunit 16, putative",protein coding,Tb927.4.1920,1,2174,Tb927_04_v5.1:487281..489341(-),"Tb927_04_v5.1:487,281..489,454(-)",GPI16
Tb927.4.1930,Tb927.4.1930:mRNA,eukaryotic translation initiation factor 3 subunit g,protein coding,Tb927.4.1930,1,1110,Tb927_04_v5.1:490448..491266(-),"Tb927_04_v5.1:490,263..491,372(-)",EIF3G
Tb927.4.1940,Tb927.4.1940:mRNA,"WD domain, G-beta repeat, putative",protein coding,Tb927.4.1940,1,2027,Tb927_04_v5.1:491860..493305(-),"Tb927_04_v5.1:491,290..493,316(-)",N/A
Tb927.4.1950,Tb927.4.1950:mRNA,NADPH-dependent diflavin oxidoreductase 1,protein coding,Tb927.4.1950,1,2185,Tb927_04_v5.1:493754..495586(-),"Tb927_04_v5.1:493,439..495,623(-)",CPR
Tb927.4.1960,Tb927.4.1960:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1960,1,1064,Tb927_04_v5.1:495944..496987(-),"Tb927_04_v5.1:495,944..497,007(-)",N/A
Tb927.4.1970,Tb927.4.1970:mRNA,"Domain of unknown function DUF21, putative",protein coding,Tb927.4.1970,1,2031,Tb927_04_v5.1:497347..499032(-),"Tb927_04_v5.1:497,127..499,157(-)",N/A
Tb927.4.1980,Tb927.4.1980:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.1980,1,2621,Tb927_04_v5.1:499917..502463(-),"Tb927_04_v5.1:499,850..502,470(-)",N/A
Tb927.4.1990,Tb927.4.1990:mRNA,"ATP-dependent RNA and DNA helicase, mitochondrial, putative",protein coding,Tb927.4.1990,1,2015,Tb927_04_v5.1:502727..504607(-),"Tb927_04_v5.1:502,727..504,741(-)",SVU3
Tb927.4.200,Tb927.4.200:mRNA,"retrotransposon hot spot protein 1 (RHS1), putative",protein coding,Tb927.4.200,1,2330,Tb927_04_v5.1:34907..36946(-),"Tb927_04_v5.1:34,667..36,996(-)",RHS1
Tb927.4.2000,Tb927.4.2000:mRNA,"ruvB-like DNA helicase, putative",protein coding,Tb927.4.2000,1,1548,Tb927_04_v5.1:505347..506771(-),"Tb927_04_v5.1:505,295..506,842(-)",RUVBL
Tb927.4.2010,Tb927.4.2010:mRNA,"acyl-CoA binding protein, putative",protein coding,Tb927.4.2010,1,848,Tb927_04_v5.1:507511..507792(-),"Tb927_04_v5.1:506,967..507,814(-)",ACBP
Tb927.4.2020,Tb927.4.2020:mRNA,"AP-3 complex subunit mu, putative",protein coding,Tb927.4.2020,1,1560,Tb927_04_v5.1:508176..509456(-),"Tb927_04_v5.1:507,952..509,511(-)",AP3M
Tb927.4.2030,Tb927.4.2030:mRNA,DNA/RNA-binding protein Alba 4,protein coding,Tb927.4.2030,1,2404,Tb927_04_v5.1:510453..511106(-),"Tb927_04_v5.1:509,663..512,066(-)",ALBA4
Tb927.4.2040,Tb927.4.2040:mRNA,DNA/RNA-binding protein Alba 3,protein coding,Tb927.4.2040,1,1136,Tb927_04_v5.1:512689..513261(-),"Tb927_04_v5.1:512,184..513,319(-)",ALBA3
Tb927.4.2050,Tb927.4.2050:mRNA,hypothetical protein,protein coding,Tb927.4.2050,1,673,Tb927_04_v5.1:513717..514121(-),"Tb927_04_v5.1:513,533..514,205(-)",N/A
Tb927.4.2060,Tb927.4.2060:mRNA,Flagellum attachment zone protein 8,protein coding,Tb927.4.2060,1,2087,Tb927_04_v5.1:514498..516258(-),"Tb927_04_v5.1:514,362..516,448(-)",FAZ8
Tb927.4.2070,Tb927.4.2070:mRNA,"antigenic protein, putative",protein coding,Tb927.4.2070,1,13777,Tb927_04_v5.1:517255..530622(-),"Tb927_04_v5.1:517,217..530,993(-)",N/A
Tb927.4.2080,Tb927.4.2080:mRNA,Coiled-coil and C2 domain-containing protein,protein coding,Tb927.4.2080,1,2762,Tb927_04_v5.1:532617..535337(-),"Tb927_04_v5.1:532,617..535,378(-)",CC2D
Tb927.4.2090,Tb927.4.2090:mRNA,hypothetical protein,protein coding,Tb927.4.2090,1,1817,Tb927_04_v5.1:540510..541025(+),"Tb927_04_v5.1:539,209..541,025(+)",N/A
Tb927.4.210,Tb927.4.210:pseudogenic_transcript,"retrotransposon hot spot protein 2 (RHS2), interrupted, degenerate",protein coding,Tb927.4.210,1,3294,Tb927_04_v5.1:39136..40569(-),"Tb927_04_v5.1:37,276..40,569(-)",N/A
Tb927.4.2100,Tb927.4.2100:mRNA,hypothetical protein,protein coding,Tb927.4.2100,1,1203,Tb927_04_v5.1:543683..544144(+),"Tb927_04_v5.1:543,310..544,512(+)",N/A
Tb927.4.2110,Tb927.4.2110:mRNA,"protein phosphatase 2C, putative",protein coding,Tb927.4.2110,1,1248,Tb927_04_v5.1:546879..547823(+),"Tb927_04_v5.1:546,576..547,823(+)",N/A
Tb927.4.2120,Tb927.4.2120:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2120,1,1561,Tb927_04_v5.1:550541..551767(+),"Tb927_04_v5.1:550,266..551,826(+)",N/A
Tb927.4.2130,Tb927.4.2130:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2130,1,1144,Tb927_04_v5.1:552094..553050(+),"Tb927_04_v5.1:551,969..553,112(+)",N/A
Tb927.4.2140,Tb927.4.2140:mRNA,Component of motile flagella 8,protein coding,Tb927.4.2140,1,3614,Tb927_04_v5.1:553424..556426(+),"Tb927_04_v5.1:553,240..556,853(+)",CMF8
Tb927.4.2150,Tb927.4.2150:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2150,1,653,Tb927_04_v5.1:557007..557531(+),"Tb927_04_v5.1:556,992..557,644(+)",TZP19.3
Tb927.4.2160,Tb927.4.2160:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2160,1,1152,Tb927_04_v5.1:557910..558311(+),"Tb927_04_v5.1:557,759..558,910(+)",N/A
Tb927.4.2170,Tb927.4.2170:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2170,1,1446,Tb927_04_v5.1:559051..559446(+),"Tb927_04_v5.1:559,014..560,459(+)",N/A
Tb927.4.2180,Tb927.4.2180:mRNA,"60S ribosomal protein L35a, putative",protein coding,Tb927.4.2180,1,2782,Tb927_04_v5.1:560644..561093(+),"Tb927_04_v5.1:560,586..563,367(+)",N/A
Tb927.4.2190,Tb927.4.2190:mRNA,"GTP-binding protein, putative",protein coding,Tb927.4.2190,1,3956,Tb927_04_v5.1:563596..565371(+),"Tb927_04_v5.1:561,416..565,371(+)",N/A
Tb927.4.220,Tb927.4.220:pseudogenic_transcript,"retrotransposon hot spot protein 2 (RHS2), interrupted, degenerate",protein coding,Tb927.4.220,1,1085,Tb927_04_v5.1:41068..42102(-),"Tb927_04_v5.1:41,068..42,152(-)",N/A
Tb927.4.2200,Tb927.4.2200:mRNA,"Sec7 domain containing protein, putative",protein coding,Tb927.4.2200,1,5247,Tb927_04_v5.1:566453..571468(+),"Tb927_04_v5.1:566,222..571,468(+)",N/A
Tb927.4.2210,Tb927.4.2210:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2210,1,2694,Tb927_04_v5.1:572177..572656(+),"Tb927_04_v5.1:571,795..574,488(+)",N/A
Tb927.4.2220,Tb927.4.2220:mRNA,"TPR-repeat-containing chaperone protein DNAJ, putative",protein coding,Tb927.4.2220,1,4116,Tb927_04_v5.1:574676..576793(+),"Tb927_04_v5.1:574,657..578,772(+)",J51
Tb927.4.2230,Tb927.4.2230:mRNA,"dolichyl-P-Man:GDP-Man1GlcNAc2-PP-dolichyl alpha-1,3-mannosyltransferase, putative",protein coding,Tb927.4.2230,1,1705,Tb927_04_v5.1:579354..580883(+),"Tb927_04_v5.1:579,334..581,038(+)",N/A
Tb927.4.2240,Tb927.4.2240:mRNA,"Aminotransferase class IV, putative",protein coding,Tb927.4.2240,1,1734,Tb927_04_v5.1:581397..582569(+),"Tb927_04_v5.1:581,325..583,058(+)",N/A
Tb927.4.2250,Tb927.4.2250:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2250,1,1215,Tb927_04_v5.1:583450..584451(+),"Tb927_04_v5.1:583,275..584,489(+)",N/A
Tb927.4.2260,Tb927.4.2260:mRNA,centrin-1,protein coding,Tb927.4.2260,1,792,Tb927_04_v5.1:585251..585799(+),"Tb927_04_v5.1:585,008..585,799(+)",CETN1
Tb927.4.2265,Tb927.4.2265:mRNA,hypothetical protein,protein coding,Tb927.4.2265,1,1659,Tb927_04_v5.1:587499..588062(+),"Tb927_04_v5.1:587,010..588,668(+)",N/A
Tb927.4.2270,Tb927.4.2270:mRNA,"Histone-like transcription factor (CBF/NF-Y) and archaeal histone, putative",protein coding,Tb927.4.2270,1,1480,Tb927_04_v5.1:591904..592842(+),"Tb927_04_v5.1:591,611..593,090(+)",N/A
Tb927.4.2280,Tb927.4.2280:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2280,1,1881,Tb927_04_v5.1:593290..594438(+),"Tb927_04_v5.1:593,218..595,098(+)",N/A
Tb927.4.2290,Tb927.4.2290:mRNA,"glucose transporter, putative",protein coding,Tb927.4.2290,1,1812,Tb927_04_v5.1:595290..596948(+),"Tb927_04_v5.1:595,258..597,069(+)",N/A
Tb927.4.230,Tb927.4.230:pseudogenic_transcript,"DNA-directed RNA polymerase III subunit, pseudogene, putative",protein coding,Tb927.4.230,1,3057,Tb927_04_v5.1:43034..45070(-),"Tb927_04_v5.1:42,432..45,488(-)",N/A
Tb927.4.2300,Tb927.4.2300:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2300,1,2187,Tb927_04_v5.1:597749..599869(+),"Tb927_04_v5.1:597,683..599,869(+)",N/A
Tb927.4.2310,Tb927.4.2310:mRNA,"asparaginyl-tRNA synthetase, putative",protein coding,Tb927.4.2310,1,2936,Tb927_04_v5.1:601242..603245(+),"Tb927_04_v5.1:601,228..604,163(+)",N/A
Tb927.4.2320,Tb927.4.2320:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2320,1,1364,Tb927_04_v5.1:604609..605043(+),"Tb927_04_v5.1:604,337..605,700(+)",N/A
Tb927.4.2330,Tb927.4.2330:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2330,1,495,Tb927_04_v5.1:606108..606350(+),"Tb927_04_v5.1:605,856..606,350(+)",N/A
Tb927.4.2340,Tb927.4.2340:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2340,1,1589,Tb927_04_v5.1:606859..608397(+),"Tb927_04_v5.1:606,845..608,433(+)",N/A
Tb927.4.2350,Tb927.4.2350:mRNA,twinfilin,protein coding,Tb927.4.2350,1,1396,Tb927_04_v5.1:608837..609799(+),"Tb927_04_v5.1:608,674..610,069(+)",TWF
Tb927.4.2360,Tb927.4.2360:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2360,1,969,Tb927_04_v5.1:610194..611156(+),"Tb927_04_v5.1:610,188..611,156(+)",N/A
Tb927.4.2370,Tb927.4.2370:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2370,1,1733,Tb927_04_v5.1:611657..613375(+),"Tb927_04_v5.1:611,643..613,375(+)",N/A
Tb927.4.2380,Tb927.4.2380:mRNA,"sarcoplasmic reticulum glycoprotein, putative",protein coding,Tb927.4.2380,1,1966,Tb927_04_v5.1:613831..615705(+),"Tb927_04_v5.1:613,740..615,705(+)",N/A
Tb927.4.2390,Tb927.4.2390:mRNA,"ATP-dependent RNA helicase, putative",protein coding,Tb927.4.2390,1,2408,Tb927_04_v5.1:616567..618795(+),"Tb927_04_v5.1:616,426..618,833(+)",N/A
Tb927.4.240,Tb927.4.240:pseudogenic_transcript,"retrotransposon hot spot protein 4 (RHS4), degenerate",protein coding,Tb927.4.240,1,2826,Tb927_04_v5.1:46048..48507(-),"Tb927_04_v5.1:46,048..48,873(-)",N/A
Tb927.4.2400,Tb927.4.2400:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2400,1,4781,Tb927_04_v5.1:619197..623600(+),"Tb927_04_v5.1:619,190..623,970(+)",TZP157
Tb927.4.2410,Tb927.4.2410:mRNA,"Glycosyl hydrolase family 65 central catalytic domain/Haloacid dehalogenase-like hydrolase, putative",protein coding,Tb927.4.2410,1,3893,Tb927_04_v5.1:624605..628051(+),"Tb927_04_v5.1:624,159..628,051(+)",N/A
Tb927.4.2420,Tb927.4.2420:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2420,1,1019,Tb927_04_v5.1:630695..631117(+),"Tb927_04_v5.1:630,638..631,656(+)",N/A
Tb927.4.2430,Tb927.4.2430:mRNA,"Endonuclease/Exonuclease/phosphatase family, putative",protein coding,Tb927.4.2430,1,3116,Tb927_04_v5.1:631854..633818(+),"Tb927_04_v5.1:631,443..634,558(+)",LCCR4
Tb927.4.2440,Tb927.4.2440:mRNA,"SET domain containing protein, putative",protein coding,Tb927.4.2440,1,1779,Tb927_04_v5.1:634811..635965(+),"Tb927_04_v5.1:634,720..636,498(+)",N/A
Tb927.4.2450,Tb927.4.2450:mRNA,protein disulfide isomerase 1,protein coding,Tb927.4.2450,1,1721,Tb927_04_v5.1:636840..638081(+),"Tb927_04_v5.1:636,609..638,329(+)",PDI-1
Tb927.4.2460,Tb927.4.2460:mRNA,"kinatase, putative",protein coding,Tb927.4.2460,1,6954,Tb927_04_v5.1:639439..643299(+),"Tb927_04_v5.1:638,931..645,884(+)",N/A
Tb927.4.2470,Tb927.4.2470:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2470,1,4271,Tb927_04_v5.1:646319..650353(+),"Tb927_04_v5.1:646,285..650,555(+)",N/A
Tb927.4.2480,Tb927.4.2480:mRNA,"8-oxoguanine DNA glycosylase, putative",protein coding,Tb927.4.2480,1,2010,Tb927_04_v5.1:650725..652173(+),"Tb927_04_v5.1:650,717..652,726(+)",N/A
Tb927.4.2490,Tb927.4.2490:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2490,1,1478,Tb927_04_v5.1:652953..654305(+),"Tb927_04_v5.1:652,828..654,305(+)",N/A
Tb927.4.250,Tb927.4.250:mRNA,"retrotransposon hot spot protein 5 (RHS5), putative",protein coding,Tb927.4.250,1,2078,Tb927_04_v5.1:49436..51463(-),"Tb927_04_v5.1:49,436..51,513(-)",RHS5
Tb927.4.2500,Tb927.4.2500:mRNA,eukaryotic translation initiation factor 2-alpha kinase 2,protein coding,Tb927.4.2500,1,6090,Tb927_04_v5.1:655877..658903(+),"Tb927_04_v5.1:654,774..660,863(+)",EIF2AK2
Tb927.4.2510,Tb927.4.2510:mRNA,"multidrug resistance-associated protein, putative",protein coding,Tb927.4.2510,1,4890,Tb927_04_v5.1:661909..666420(+),"Tb927_04_v5.1:661,612..666,501(+)",MRPA
Tb927.4.2520,Tb927.4.2520:mRNA,Silent information regulator 2 related protein 3,protein coding,Tb927.4.2520,1,959,Tb927_04_v5.1:666641..667375(+),"Tb927_04_v5.1:666,618..667,576(+)",SIR2rp3
Tb927.4.2530,Tb927.4.2530:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2530,1,1329,Tb927_04_v5.1:667858..668334(+),"Tb927_04_v5.1:667,723..669,051(+)",N/A
Tb927.4.2540,Tb927.4.2540:mRNA,"Neural precursor cell-expressed, developmently downregulated 8",protein coding,Tb927.4.2540,1,857,Tb927_04_v5.1:670241..670477(+),"Tb927_04_v5.1:669,891..670,747(+)",NEDD8
Tb927.4.2550,Tb927.4.2550:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2550,1,1202,Tb927_04_v5.1:671279..672187(+),"Tb927_04_v5.1:671,134..672,335(+)",N/A
Tb927.4.2560,Tb927.4.2560:mRNA,cardiolipin synthetase,protein coding,Tb927.4.2560,1,2107,Tb927_04_v5.1:672653..674572(+),"Tb927_04_v5.1:672,466..674,572(+)",CLS
Tb927.4.2570,Tb927.4.2570:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2570,1,1385,Tb927_04_v5.1:675687..677027(+),"Tb927_04_v5.1:675,643..677,027(+)",N/A
Tb927.4.2580,Tb927.4.2580:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2580,1,3099,Tb927_04_v5.1:677663..680683(+),"Tb927_04_v5.1:677,585..680,683(+)",N/A
Tb927.4.2590,Tb927.4.2590:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2590,1,4797,Tb927_04_v5.1:681468..683264(+),"Tb927_04_v5.1:681,453..686,249(+)",N/A
Tb927.4.260,Tb927.4.260:mRNA,"retrotransposon hot spot protein 3 (RHS3), putative",protein coding,Tb927.4.260,1,2839,Tb927_04_v5.1:54845..56518(-),"Tb927_04_v5.1:54,845..57,683(-)",N/A
Tb927.4.2600,Tb927.4.2600:mRNA,SUMO-interacting motif-containing protein,protein coding,Tb927.4.2600,1,4927,Tb927_04_v5.1:687074..691960(+),"Tb927_04_v5.1:687,034..691,960(+)",N/A
Tb927.4.2610,Tb927.4.2610:mRNA,hypothetical protein,protein coding,Tb927.4.2610,1,589,Tb927_04_v5.1:692201..692665(+),"Tb927_04_v5.1:692,077..692,665(+)",N/A
Tb927.4.2620,Tb927.4.2620:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2620,1,756,Tb927_04_v5.1:693278..694009(+),"Tb927_04_v5.1:693,254..694,009(+)",N/A
Tb927.4.2630,Tb927.4.2630:mRNA,"ATP-dependent DEAD/H RNA helicase, putative",protein coding,Tb927.4.2630,1,3056,Tb927_04_v5.1:694735..697266(+),"Tb927_04_v5.1:694,709..697,764(+)",N/A
Tb927.4.2640,Tb927.4.2640:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2640,1,4380,Tb927_04_v5.1:697918..701742(+),"Tb927_04_v5.1:697,890..702,269(+)",N/A
Tb927.4.2650,Tb927.4.2650:mRNA,"Regulator of chromosome condensation (RCC1) repeat, putative",protein coding,Tb927.4.2650,1,3322,Tb927_04_v5.1:702634..704262(+),"Tb927_04_v5.1:702,625..705,946(+)",N/A
Tb927.4.2660,Tb927.4.2660:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2660,1,732,Tb927_04_v5.1:706596..706904(+),"Tb927_04_v5.1:706,493..707,224(+)",N/A
Tb927.4.2670,Tb927.4.2670:mRNA,"pyroglutamyl-peptidase I, putative",protein coding,Tb927.4.2670,1,1187,Tb927_04_v5.1:707466..708134(+),"Tb927_04_v5.1:707,329..708,515(+)",PPI
Tb927.4.2680,Tb927.4.2680:mRNA,"Zeta toxin, putative",protein coding,Tb927.4.2680,1,2977,Tb927_04_v5.1:708788..710923(+),"Tb927_04_v5.1:708,681..711,657(+)",N/A
Tb927.4.270,Tb927.4.270:mRNA,"retrotransposon hot spot protein 3 (RHS3), putative",protein coding,Tb927.4.270,1,2876,Tb927_04_v5.1:60277..61950(-),"Tb927_04_v5.1:60,277..63,152(-)",N/A
Tb927.4.2700,Tb927.4.2700:mRNA,"Hydroxymethylglutaryl-CoA lyase, mitochondrial, putative",protein coding,Tb927.4.2700,1,2366,Tb927_04_v5.1:712839..714134(+),"Tb927_04_v5.1:712,505..714,870(+)",N/A
Tb927.4.2710,Tb927.4.2710:mRNA,"ubiquitin-conjugating enzyme E2, putative",protein coding,Tb927.4.2710,1,655,Tb927_04_v5.1:715143..715634(+),"Tb927_04_v5.1:714,980..715,634(+)",N/A
Tb927.4.2720,Tb927.4.2720:mRNA,ATP dependent DEAD-box helicase,protein coding,Tb927.4.2720,1,2734,Tb927_04_v5.1:716542..718761(+),"Tb927_04_v5.1:716,416..719,149(+)",RH
Tb927.4.2730,Tb927.4.2730:mRNA,"kinesin, putative",protein coding,Tb927.4.2730,1,3752,Tb927_04_v5.1:719312..721723(+),"Tb927_04_v5.1:719,265..723,016(+)",N/A
Tb927.4.2740,Tb927.4.2740:mRNA,"p25-alpha, putative",protein coding,Tb927.4.2740,1,950,Tb927_04_v5.1:723054..723506(+),"Tb927_04_v5.1:722,919..723,868(+)",N/A
Tb927.4.2750,Tb927.4.2750:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2750,1,3125,Tb927_04_v5.1:726421..727320(+),"Tb927_04_v5.1:726,114..729,238(+)",N/A
Tb927.4.2760,Tb927.4.2760:mRNA,"Protein of unknown function (DUF3808), putative",protein coding,Tb927.4.2760,1,2653,Tb927_04_v5.1:731459..733477(+),"Tb927_04_v5.1:731,104..733,756(+)",N/A
Tb927.4.2770,Tb927.4.2770:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2770,1,1318,Tb927_04_v5.1:734314..735339(+),"Tb927_04_v5.1:734,160..735,477(+)",N/A
Tb927.4.2780,Tb927.4.2780:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2780,1,2693,Tb927_04_v5.1:735980..738352(+),"Tb927_04_v5.1:735,828..738,520(+)",N/A
Tb927.4.2790,Tb927.4.2790:mRNA,kinetoplast ribosomal PPR-repeat containing protein 12,protein coding,Tb927.4.2790,1,1945,Tb927_04_v5.1:738781..740490(+),"Tb927_04_v5.1:738,729..740,673(+)",KRIPP12
Tb927.4.280,Tb927.4.280:mRNA,"retrotransposon hot spot protein 3 (RHS3), putative",protein coding,Tb927.4.280,1,2838,Tb927_04_v5.1:65711..67384(-),"Tb927_04_v5.1:65,711..68,548(-)",N/A
Tb927.4.2800,Tb927.4.2800:mRNA,"R3H-associated N-terminal domain containing protein, putative",protein coding,Tb927.4.2800,1,1543,Tb927_04_v5.1:741017..742477(+),"Tb927_04_v5.1:740,935..742,477(+)",N/A
Tb927.4.2810,Tb927.4.2810:mRNA,hypothetical protein,protein coding,Tb927.4.2810,1,909,Tb927_04_v5.1:742780..743577(+),"Tb927_04_v5.1:742,669..743,577(+)",N/A
Tb927.4.2820,Tb927.4.2820:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2820,1,3500,Tb927_04_v5.1:745474..748479(+),"Tb927_04_v5.1:745,030..748,529(+)",N/A
Tb927.4.2830,Tb927.4.2830:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2830,1,776,Tb927_04_v5.1:749453..750148(+),"Tb927_04_v5.1:749,373..750,148(+)",N/A
Tb927.4.2840,Tb927.4.2840:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2840,1,793,Tb927_04_v5.1:750490..751239(+),"Tb927_04_v5.1:750,447..751,239(+)",N/A
Tb927.4.2850,Tb927.4.2850:mRNA,"hypothetical protein, conserved",protein coding,Tb927.4.2850,1,2658,Tb927_04_v5.1:752534..754579(+),"Tb927_04_v5.1:752,354..755,011(+)",N/A
Tb927.4.2860,Tb927.4.2860:mRNA,"Vacuolar protein sorting associated protein 22, putative",protein coding,Tb927.4.2860,1,1279,Tb927_04_v5.1:755227..756270(+),"Tb927_04_v5.1:755,214..756,492(+)",VPS22
