gene.id,location,product.desc,gene.type,input.id,gene.name
Tb927.11.6980,"Tb927_11_v5.1:1,963,860..1,965,836(-)","Phosphoenolpyruvate carboxykinase, related",protein coding,Tb927.11.6980,N/A
Tb927.11.6990,"Tb927_11_v5.1:1,966,104..1,969,780(-)","Calcium/calmodulin-dependent protein kinase kinase, putative",protein coding,Tb927.11.6990,N/A
Tb927.11.7000,"Tb927_11_v5.1:1,972,417..1,973,032(-)","hypothetical protein, conserved",protein coding,Tb927.11.7000,N/A
Tb927.11.7010,"Tb927_11_v5.1:1,973,618..1,976,512(-)","Calcium/calmodulin-dependent protein kinase kinase, putative",protein coding,Tb927.11.7010,N/A
Tb927.11.7020,"Tb927_11_v5.1:1,977,488..1,978,443(-)","proteasome alpha 7 subunit, putative",protein coding,Tb927.11.7020,PSA4
Tb927.11.7030,"Tb927_11_v5.1:1,978,549..1,980,055(-)","Rad51, putative",protein coding,Tb927.11.7030,N/A
Tb927.11.7040,"Tb927_11_v5.1:1,980,307..1,980,736(-)","pterin-4-alpha-carbinolamine dehydratase, putative",protein coding,Tb927.11.7040,N/A
Tb927.11.7045,"Tb927_11_v5.1:1,981,051..1,981,459(-)",hypothetical protein,protein coding,Tb927.11.7045,N/A
Tb927.11.7050,"Tb927_11_v5.1:1,981,602..1,982,796(-)","PA domain containing protein, putative",protein coding,Tb927.11.7050,ESP7
Tb927.11.7060,"Tb927_11_v5.1:1,982,996..1,984,790(-)",acidocalcisomal pyrophosphatase,protein coding,Tb927.11.7060,VSP1
Tb927.11.7070,"Tb927_11_v5.1:1,984,888..1,987,854(-)","ATP-dependent DEAD/H RNA helicase, putative",protein coding,Tb927.11.7070,N/A
Tb927.11.7080,"Tb927_11_v5.1:1,988,134..1,989,624(-)",acidocalcisomal pyrophosphatase,protein coding,Tb927.11.7080,N/A
Tb927.11.7090,"Tb927_11_v5.1:1,989,722..1,990,224(-)",mediator of rna polymerase ii transcription subunit 6,protein coding,Tb927.11.7090,MED-T6
Tb927.11.710,"Tb927_11_v5.1:171,039..172,362(-)","SCAMP family, putative",protein coding,Tb927.11.710,N/A
Tb927.11.7100,"Tb927_11_v5.1:1,990,938..1,991,755(-)","cytoplasmic translation machinery associated protein, putative",protein coding,Tb927.11.7100,N/A
Tb927.11.7110,"Tb927_11_v5.1:1,991,855..1,993,679(-)","myotubularin-associated protein, putative",protein coding,Tb927.11.7110,N/A
Tb927.11.7120,"Tb927_11_v5.1:1,994,427..1,997,478(-)","hypothetical protein, conserved",protein coding,Tb927.11.7120,N/A
Tb927.11.7130,"Tb927_11_v5.1:1,997,772..1,999,901(-)","hypothetical protein, conserved",protein coding,Tb927.11.7130,N/A
Tb927.11.7140,"Tb927_11_v5.1:2,000,657..2,001,743(-)","cell cycle sequence binding phosphoprotein (RBP33), putative",protein coding,Tb927.11.7140,CSBPII_33
Tb927.11.715,"Tb927_11_v5.1:172,500..173,659(-)","dynein light chain LC8, putative",protein coding,Tb927.11.715,N/A
Tb927.11.7150,"Tb927_11_v5.1:2,001,879..2,003,018(-)",NGG1 interacting factor 3-like,protein coding,Tb927.11.7150,N/A
Tb927.11.7160,"Tb927_11_v5.1:2,004,513..2,005,725(-)","cdc2-related kinase 8, putative",protein coding,Tb927.11.7160,CRK8
Tb927.11.7170,"Tb927_11_v5.1:2,005,880..2,007,821(-)",seryl-tRNA synthetase,protein coding,Tb927.11.7170,SerRS
Tb927.11.7180,"Tb927_11_v5.1:2,007,966..2,010,078(-)","MORN repeat, putative",protein coding,Tb927.11.7180,N/A
Tb927.11.7190,"Tb927_11_v5.1:2,010,224..2,011,012(-)",hypothetical protein,protein coding,Tb927.11.7190,N/A
Tb927.11.720,"Tb927_11_v5.1:173,768..175,002(-)","hypothetical protein, conserved",protein coding,Tb927.11.720,N/A
Tb927.11.7200,"Tb927_11_v5.1:2,011,139..2,013,079(-)","GRIP domain containing protein, putative",protein coding,Tb927.11.7200,N/A
Tb927.11.7210,"Tb927_11_v5.1:2,013,214..2,017,168(-)","eukaryotic translation initiation factor 2-alpha kinase 1, putative",protein coding,Tb927.11.7210,EIF2AK1
Tb927.11.7211,"Tb927_11_v5.1:2,017,365..2,021,265(-)","SNF2 DNA repair protein, putative",protein coding,Tb927.11.7211,N/A
Tb927.11.7212,"Tb927_11_v5.1:2,021,499..2,022,422(-)","NADH-ubiquinone oxidoreductase complex I subunit, putative",protein coding,Tb927.11.7212,N/A
Tb927.11.7213,"Tb927_11_v5.1:2,022,555..2,023,880(-)","Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative",protein coding,Tb927.11.7213,N/A
Tb927.11.7214,"Tb927_11_v5.1:2,028,726..2,030,411(+)",Mitoribosomal SSU assembly factor 13,protein coding,Tb927.11.7214,mt-SAF13
Tb927.11.7220,"Tb927_11_v5.1:2,036,034..2,045,179(+)","neurobeachin/beige protein, putative",protein coding,Tb927.11.7220,N/A
Tb927.11.7230,"Tb927_11_v5.1:2,045,691..2,046,594(+)","palmitoyl acyltransferase 8, putative",protein coding,Tb927.11.7230,N/A
Tb927.11.7240,"Tb927_11_v5.1:2,047,806..2,049,337(+)",nexin-dynein regulatory complex 2,protein coding,Tb927.11.7240,DCR2
Tb927.11.7250,"Tb927_11_v5.1:2,049,668..2,051,268(+)","hypothetical protein, conserved",protein coding,Tb927.11.7250,N/A
Tb927.11.7260,"Tb927_11_v5.1:2,052,614..2,052,875(+)","hypothetical protein, conserved",protein coding,Tb927.11.7260,N/A
Tb927.11.7270,"Tb927_11_v5.1:2,053,230..2,054,265(+)","proteasome beta 3 subunit, putative",protein coding,Tb927.11.7270,PSB3
Tb927.11.7280,"Tb927_11_v5.1:2,054,564..2,054,986(+)","DNA-direcetd RNA polymerase II, subunit 9, putative",protein coding,Tb927.11.7280,RPB9
Tb927.11.7290,"Tb927_11_v5.1:2,055,744..2,060,272(+)","pantothenate kinase subunit, putative",protein coding,Tb927.11.7290,N/A
Tb927.11.730,"Tb927_11_v5.1:176,772..183,188(+)",hypothetical protein,protein coding,Tb927.11.730,N/A
Tb927.11.7300,"Tb927_11_v5.1:2,061,635..2,063,352(+)","major facilitator superfamily, putative",protein coding,Tb927.11.7300,N/A
Tb927.11.7310,"Tb927_11_v5.1:2,064,254..2,065,196(+)","RNA binding protein, putative",protein coding,Tb927.11.7310,N/A
Tb927.11.7320,"Tb927_11_v5.1:2,065,330..2,067,440(+)","dual specificity phopshatase, putative",protein coding,Tb927.11.7320,N/A
Tb927.11.7330,"Tb927_11_v5.1:2,067,598..2,068,435(+)","hypothetical protein, conserved",protein coding,Tb927.11.7330,N/A
Tb927.11.7340,"Tb927_11_v5.1:2,068,829..2,071,339(+)","hypothetical protein, conserved",protein coding,Tb927.11.7340,N/A
Tb927.11.7350,"Tb927_11_v5.1:2,071,463..2,072,408(+)",Histone H2B variant V,protein coding,Tb927.11.7350,H2BV
Tb927.11.7360,"Tb927_11_v5.1:2,073,064..2,073,984(+)","palmitoyl acyltransferase 9, putative",protein coding,Tb927.11.7360,N/A
Tb927.11.7370,"Tb927_11_v5.1:2,074,602..2,075,843(+)","haloacid dehalogenase hydrolase, putative",protein coding,Tb927.11.7370,N/A
Tb927.11.7380,"Tb927_11_v5.1:2,077,790..2,081,059(+)","glycerol-3-phosphate dehydrogenase (FAD-dependent), mitochondrial",protein coding,Tb927.11.7380,G3PDH
Tb927.11.7390,"Tb927_11_v5.1:2,081,516..2,083,281(+)","NADH-ubiquinone oxidoreductase complex I, 21 kDa subunit, putative",protein coding,Tb927.11.7390,N/A
Tb927.11.740,"Tb927_11_v5.1:184,515..185,145(+)",eukaryotic translation initiation factor 5A,protein coding,Tb927.11.740,EIF5A
Tb927.11.7400,"Tb927_11_v5.1:2,083,435..2,086,713(+)","hypothetical protein, conserved",protein coding,Tb927.11.7400,N/A
Tb927.11.7410,"Tb927_11_v5.1:2,087,773..2,089,828(+)","MSP-A, putative",protein coding,Tb927.11.7410,N/A
Tb927.11.7420,"Tb927_11_v5.1:2,090,733..2,091,991(+)",phosphoadenosine phosphosulfate reductase-like protein,protein coding,Tb927.11.7420,N/A
Tb927.11.7430,"Tb927_11_v5.1:2,092,127..2,092,688(+)","hypothetical protein, conserved",protein coding,Tb927.11.7430,N/A
Tb927.11.7440,"Tb927_11_v5.1:2,092,904..2,093,490(+)","hypothetical protein, conserved",protein coding,Tb927.11.7440,N/A
Tb927.11.7450,"Tb927_11_v5.1:2,093,827..2,096,147(+)",Component of motile flagella 71,protein coding,Tb927.11.7450,CMF71
Tb927.11.7460,"Tb927_11_v5.1:2,117,594..2,119,854(-)","luminal binding protein 1 (BiP), putative",protein coding,Tb927.11.7460,BiP
Tb927.11.7470,"Tb927_11_v5.1:2,120,125..2,120,948(-)","hypothetical protein, conserved",protein coding,Tb927.11.7470,N/A
Tb927.11.7475,"Tb927_11_v5.1:2,121,058..2,121,515(-)","AN1-like Zinc finger containing protein, putative",protein coding,Tb927.11.7475,N/A
Tb927.11.7480,"Tb927_11_v5.1:2,121,871..2,123,153(-)","vacuolar type h+ ATPase subunit, putative",protein coding,Tb927.11.7480,N/A
Tb927.11.7490,"Tb927_11_v5.1:2,123,289..2,124,033(-)","Protein of unknown function (DUF423), putative",protein coding,Tb927.11.7490,N/A
Tb927.11.750,"Tb927_11_v5.1:185,244..188,380(+)","DNA repair protein, putative",protein coding,Tb927.11.750,N/A
Tb927.11.7500,"Tb927_11_v5.1:2,124,475..2,125,219(-)","Protein of unknown function (DUF423), putative",protein coding,Tb927.11.7500,N/A
Tb927.11.7510,"Tb927_11_v5.1:2,125,462..2,128,144(-)","luminal binding protein 1 (BiP), putative",protein coding,Tb927.11.7510,BiP
Tb927.11.7520,"Tb927_11_v5.1:2,128,967..2,130,203(-)","hypothetical protein, conserved",protein coding,Tb927.11.7520,N/A
Tb927.11.7530,"Tb927_11_v5.1:2,130,769..2,133,604(-)","long-chain-fatty-acid-CoA ligase, putative",protein coding,Tb927.11.7530,N/A
Tb927.11.7540,"Tb927_11_v5.1:2,134,643..2,135,806(-)","electron-transfer-flavoprotein, alpha polypeptide, putative",protein coding,Tb927.11.7540,N/A
Tb927.11.7550,"Tb927_11_v5.1:2,136,096..2,137,199(-)","hypothetical protein, conserved",protein coding,Tb927.11.7550,N/A
Tb927.11.7560,"Tb927_11_v5.1:2,137,743..2,140,729(-)",Component of motile flagella 15,protein coding,Tb927.11.7560,CMF15
Tb927.11.7570,"Tb927_11_v5.1:2,142,734..2,145,119(-)","ATP-grasp domain containing protein, putative",protein coding,Tb927.11.7570,N/A
Tb927.11.7580,"Tb927_11_v5.1:2,145,922..2,148,285(-)","hypothetical protein, conserved",protein coding,Tb927.11.7580,N/A
Tb927.11.7590,"Tb927_11_v5.1:2,148,460..2,151,769(-)","hypothetical protein, conserved",protein coding,Tb927.11.7590,N/A
Tb927.11.760,"Tb927_11_v5.1:188,614..192,055(+)","protein phosphatase 2C, putative",protein coding,Tb927.11.760,N/A
Tb927.11.7600,"Tb927_11_v5.1:2,151,923..2,154,117(-)","hypothetical protein, conserved",protein coding,Tb927.11.7600,N/A
Tb927.11.7610,"Tb927_11_v5.1:2,154,756..2,155,932(-)","gp63-1 surface protease homologue, pseudogene",protein coding,Tb927.11.7610,N/A
Tb927.11.7620,"Tb927_11_v5.1:2,156,502..2,159,741(-)","MSP-A, putative",protein coding,Tb927.11.7620,N/A
Tb927.11.7630,"Tb927_11_v5.1:2,160,069..2,163,799(-)","Gp63-1 surface protease homolog, putative",protein coding,Tb927.11.7630,N/A
Tb927.11.7640,"Tb927_11_v5.1:2,164,825..2,167,525(-)","Gp63-1 surface protease homolog, putative",protein coding,Tb927.11.7640,N/A
Tb927.11.7650,"Tb927_11_v5.1:2,167,840..2,169,608(-)",hypothetical protein,protein coding,Tb927.11.7650,N/A
Tb927.11.7660,"Tb927_11_v5.1:2,170,155..2,171,886(-)",hypothetical protein,protein coding,Tb927.11.7660,N/A
Tb927.11.7670,"Tb927_11_v5.1:2,172,067..2,173,813(-)","Cornifin (SPRR) family, putative",protein coding,Tb927.11.7670,N/A
Tb927.11.7675,"Tb927_11_v5.1:2,174,089..2,174,456(-)",ribosomal protein S10p/S20,protein coding,Tb927.11.7675,N/A
Tb927.11.7680,"Tb927_11_v5.1:2,174,807..2,176,617(-)","hypothetical protein, conserved",protein coding,Tb927.11.7680,N/A
Tb927.11.7685,"Tb927_11_v5.1:2,176,682..2,177,298(-)",ribosomal protein S10p/S20,protein coding,Tb927.11.7685,N/A
Tb927.11.7690,"Tb927_11_v5.1:2,177,554..2,180,476(-)",hypothetical protein,protein coding,Tb927.11.7690,N/A
Tb927.11.7695,"Tb927_11_v5.1:2,181,245..2,182,170(-)","hypothetical protein, conserved",protein coding,Tb927.11.7695,N/A
Tb927.11.770,"Tb927_11_v5.1:192,567..194,029(+)","hypothetical protein, conserved",protein coding,Tb927.11.770,N/A
Tb927.11.7700,"Tb927_11_v5.1:2,182,549..2,183,988(-)",hypothetical protein,protein coding,Tb927.11.7700,N/A
Tb927.11.7702,"Tb927_11_v5.1:2,184,542..2,185,105(-)",U6 snRNA-associated Sm-like protein LSm5,protein coding,Tb927.11.7702,LSM5
Tb927.11.7705,"Tb927_11_v5.1:2,185,275..2,185,927(-)","ribosomal protein S11, putative",protein coding,Tb927.11.7705,N/A
Tb927.11.7707,"Tb927_11_v5.1:2,186,473..2,187,007(-)","Tctex-1 family, putative",protein coding,Tb927.11.7707,N/A
Tb927.11.7710,"Tb927_11_v5.1:2,188,019..2,189,772(-)","Gp63-1 surface protease homolog, putative",protein coding,Tb927.11.7710,N/A
Tb927.11.7720,"Tb927_11_v5.1:2,190,755..2,192,575(-)","Gp63-1 surface protease homolog, putative",protein coding,Tb927.11.7720,N/A
Tb927.11.7740,"Tb927_11_v5.1:2,193,241..2,193,745(-)","dynein light chain, putative",protein coding,Tb927.11.7740,N/A
Tb927.11.7750,"Tb927_11_v5.1:2,194,738..2,196,482(-)","MSP-A, putative",protein coding,Tb927.11.7750,N/A
Tb927.11.7760,"Tb927_11_v5.1:2,197,311..2,199,392(-)","MSP-A, putative",protein coding,Tb927.11.7760,N/A
Tb927.11.7770,"Tb927_11_v5.1:2,200,716..2,203,331(-)",oxidoreductase-like protein,protein coding,Tb927.11.7770,N/A
Tb927.11.7780,"Tb927_11_v5.1:2,203,448..2,205,418(-)",Mitochondrial import receptor subunit ATOM46,protein coding,Tb927.11.7780,ATOM46
Tb927.11.7790,"Tb927_11_v5.1:2,205,552..2,206,680(-)",Mitochondrial ribosomal protein S16,protein coding,Tb927.11.7790,MRPS16
Tb927.11.780,"Tb927_11_v5.1:194,221..201,206(+)","hypothetical protein, conserved",protein coding,Tb927.11.780,N/A
Tb927.11.7800,"Tb927_11_v5.1:2,206,985..2,208,917(-)","hypothetical protein, conserved",protein coding,Tb927.11.7800,N/A
Tb927.11.7810,"Tb927_11_v5.1:2,209,804..2,211,235(-)",hypothetical protein,protein coding,Tb927.11.7810,N/A
Tb927.11.7820,"Tb927_11_v5.1:2,211,824..2,217,767(-)","endonuclease/exonuclease/phosphatase, putative",protein coding,Tb927.11.7820,N/A
Tb927.11.7830,"Tb927_11_v5.1:2,218,356..2,219,329(-)","hypothetical protein, conserved",protein coding,Tb927.11.7830,N/A
Tb927.11.7840,"Tb927_11_v5.1:2,220,207..2,223,050(-)",ribonucleoside-diphosphate reductase large chain,protein coding,Tb927.11.7840,RNR1
Tb927.11.7850,"Tb927_11_v5.1:2,223,758..2,224,586(-)","hypothetical protein, conserved",protein coding,Tb927.11.7850,N/A
Tb927.11.7860,"Tb927_11_v5.1:2,224,770..2,228,948(-)",DNA replication licensing factor MCM2,protein coding,Tb927.11.7860,MCM2
Tb927.11.7870,"Tb927_11_v5.1:2,229,236..2,231,329(-)","hypothetical protein, conserved",protein coding,Tb927.11.7870,N/A
Tb927.11.7880,"Tb927_11_v5.1:2,231,534..2,232,434(-)","hypothetical protein, conserved",protein coding,Tb927.11.7880,N/A
Tb927.11.7890,"Tb927_11_v5.1:2,232,661..2,234,702(-)",zinc finger CCCH domain containing protein 44,protein coding,Tb927.11.7890,ZC3H44
Tb927.11.790,"Tb927_11_v5.1:201,139..202,949(+)","AGC/RSK family serine/threonine kinase, putative",protein coding,Tb927.11.790,N/A
Tb927.11.7900,"Tb927_11_v5.1:2,234,814..2,235,981(-)",mitochondrial RNA binding protein 16,protein coding,Tb927.11.7900,RBP16
Tb927.11.7910,"Tb927_11_v5.1:2,236,116..2,236,751(-)",hypothetical protein,protein coding,Tb927.11.7910,N/A
Tb927.11.7920,"Tb927_11_v5.1:2,236,781..2,238,171(-)",SUMO-interacting motif-containing protein,protein coding,Tb927.11.7920,N/A
Tb927.11.7930,"Tb927_11_v5.1:2,238,419..2,238,872(-)","RNA polymerase B subunit RPB8, putative",protein coding,Tb927.11.7930,RPB8
Tb927.11.7940,"Tb927_11_v5.1:2,239,089..2,239,584(-)","calmodulin, putative",protein coding,Tb927.11.7940,N/A
Tb927.11.7950,"Tb927_11_v5.1:2,240,686..2,242,550(-)","kinetoplastid-specific dual specificity phosphatase, putative",protein coding,Tb927.11.7950,N/A
Tb927.11.7960,"Tb927_11_v5.1:2,242,754..2,244,401(-)",kinetoplast poly(A) polymerase 1,protein coding,Tb927.11.7960,KPAP1
Tb927.11.7970,"Tb927_11_v5.1:2,244,598..2,245,624(-)","hypothetical protein, conserved",protein coding,Tb927.11.7970,N/A
Tb927.11.7980,"Tb927_11_v5.1:2,247,400..2,247,932(+)",hypothetical protein,protein coding,Tb927.11.7980,N/A
Tb927.11.7990,"Tb927_11_v5.1:2,247,996..2,251,256(+)",hypothetical protein,protein coding,Tb927.11.7990,N/A
Tb927.11.800,"Tb927_11_v5.1:203,802..204,467(+)","prefoldin subunit, putative",protein coding,Tb927.11.800,N/A
Tb927.11.8000,"Tb927_11_v5.1:2,251,912..2,253,551(+)","hypothetical protein, conserved",protein coding,Tb927.11.8000,N/A
Tb927.11.8010,"Tb927_11_v5.1:2,254,011..2,256,307(+)","DNA repair protein, putative",protein coding,Tb927.11.8010,N/A
Tb927.11.8020,"Tb927_11_v5.1:2,256,566..2,257,188(+)","hypothetical protein, conserved",protein coding,Tb927.11.8020,N/A
Tb927.11.8030,"Tb927_11_v5.1:2,257,324..2,258,793(+)","hypothetical protein, conserved",protein coding,Tb927.11.8030,N/A
Tb927.11.8040,"Tb927_11_v5.1:2,259,626..2,260,228(+)","LSU ribosomal protein, mitochondrial, putative",protein coding,Tb927.11.8040,N/A
Tb927.11.8050,"Tb927_11_v5.1:2,260,391..2,262,305(+)","Sas10/Utp3/C1D family/Sas10 C-terminal domain containing protein, putative",protein coding,Tb927.11.8050,N/A
Tb927.11.8060,"Tb927_11_v5.1:2,262,437..2,264,187(+)","SNARE associated Golgi protein, putative",protein coding,Tb927.11.8060,N/A
Tb927.11.8070,"Tb927_11_v5.1:2,264,780..2,265,478(+)","Domain of unknown function (DUF4539), putative",protein coding,Tb927.11.8070,N/A
Tb927.11.8080,"Tb927_11_v5.1:2,265,824..2,266,741(+)","btb/poz domain containing protein, putative",protein coding,Tb927.11.8080,N/A
Tb927.11.8090,"Tb927_11_v5.1:2,267,436..2,271,705(+)","protein phosphatase 1, putative",protein coding,Tb927.11.8090,N/A
Tb927.11.810,"Tb927_11_v5.1:204,805..207,483(+)","hypothetical protein, conserved",protein coding,Tb927.11.810,N/A
Tb927.11.8100,"Tb927_11_v5.1:2,271,855..2,272,613(+)","Ankyrin repeats (3 copies), putative",protein coding,Tb927.11.8100,N/A
Tb927.11.8110,"Tb927_11_v5.1:2,272,733..2,273,982(+)","hypothetical protein, conserved",protein coding,Tb927.11.8110,N/A
Tb927.11.8120,"Tb927_11_v5.1:2,274,125..2,275,487(+)","protein transport protein SEC13, putative",protein coding,Tb927.11.8120,N/A
Tb927.11.8130,"Tb927_11_v5.1:2,275,607..2,275,843(+)","ATP synthase subunit H, putative",protein coding,Tb927.11.8130,N/A
Tb927.11.8140,"Tb927_11_v5.1:2,276,741..2,277,562(+)","ER lumen retaining receptor protein, putative",protein coding,Tb927.11.8140,N/A
Tb927.11.8150,"Tb927_11_v5.1:2,278,630..2,282,696(+)","ULK family pseudokinase, putative",protein coding,Tb927.11.8150,N/A
Tb927.11.8160,"Tb927_11_v5.1:2,283,367..2,296,365(+)","dynein heavy chain, putative",protein coding,Tb927.11.8160,N/A
Tb927.11.8165,"Tb927_11_v5.1:2,296,487..2,296,996(+)",hypothetical protein,protein coding,Tb927.11.8165,N/A
Tb927.11.8170,"Tb927_11_v5.1:2,297,160..2,299,574(+)","Mitogen-activated protein kinase 8, putative",protein coding,Tb927.11.8170,MPK8
Tb927.11.8180,"Tb927_11_v5.1:2,300,728..2,302,419(+)","hypothetical protein, conserved",protein coding,Tb927.11.8180,N/A
Tb927.11.8185,"Tb927_11_v5.1:2,302,573..2,302,877(+)","Zinc finger, C3HC4 type (RING finger) containing protein, putative",protein coding,Tb927.11.8185,N/A
Tb927.11.8190,"Tb927_11_v5.1:2,303,520..2,304,816(+)",DNA repair protein RAD51,protein coding,Tb927.11.8190,RAD51
Tb927.11.820,"Tb927_11_v5.1:207,608..208,931(+)",hypothetical protein,protein coding,Tb927.11.820,N/A
Tb927.11.8200,"Tb927_11_v5.1:2,305,845..2,306,487(+)","ribosomal protein S26, putative",protein coding,Tb927.11.8200,N/A
Tb927.11.8210,"Tb927_11_v5.1:2,306,739..2,312,119(+)",RAD50 DNA repair-like protein,protein coding,Tb927.11.8210,N/A
Tb927.11.8220,"Tb927_11_v5.1:2,312,292..2,313,245(+)",aurora B kinase,protein coding,Tb927.11.8220,AUK1
Tb927.11.8230,"Tb927_11_v5.1:2,314,346..2,315,755(+)","hypothetical protein, conserved",protein coding,Tb927.11.8230,N/A
Tb927.11.8240,"Tb927_11_v5.1:2,315,929..2,318,573(+)","TPR repeat, putative",protein coding,Tb927.11.8240,N/A
Tb927.11.8250,"Tb927_11_v5.1:2,320,024..2,320,657(+)","hypothetical protein, conserved",protein coding,Tb927.11.8250,N/A
Tb927.11.8260,"Tb927_11_v5.1:2,320,960..2,322,653(+)",carbonic anhydrase-like protein,protein coding,Tb927.11.8260,N/A
Tb927.11.8270,"Tb927_11_v5.1:2,322,699..2,325,047(+)","hypothetical protein, conserved",protein coding,Tb927.11.8270,N/A
Tb927.11.8280,"Tb927_11_v5.1:2,325,516..2,327,120(+)","hypothetical protein, conserved",protein coding,Tb927.11.8280,N/A
Tb927.11.8290,"Tb927_11_v5.1:2,327,233..2,330,030(+)","DIS3-like exonuclease, putative",protein coding,Tb927.11.8290,N/A
Tb927.11.830,"Tb927_11_v5.1:209,109..211,697(+)","hypothetical protein, conserved",protein coding,Tb927.11.830,N/A
Tb927.11.8300,"Tb927_11_v5.1:2,330,498..2,333,251(+)","hypothetical protein, conserved",protein coding,Tb927.11.8300,N/A
Tb927.11.8310,"Tb927_11_v5.1:2,333,489..2,336,271(+)","class I transcription factor A, subunit 4",protein coding,Tb927.11.8310,CITFA-4
Tb927.11.8320,"Tb927_11_v5.1:2,336,385..2,338,858(+)","hypothetical protein, conserved",protein coding,Tb927.11.8320,N/A
Tb927.11.8330,"Tb927_11_v5.1:2,338,922..2,340,253(+)","hypothetical protein, conserved",protein coding,Tb927.11.8330,N/A
Tb927.11.8340,"Tb927_11_v5.1:2,340,578..2,342,761(+)",hypothetical protein,protein coding,Tb927.11.8340,N/A
